"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Papua New Guinea","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Papua New Guinea","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Papua New Guinea","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Papua New Guinea","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Papua New Guinea","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Papua New Guinea","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Papua New Guinea","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Paraguay","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Paraguay","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Peru","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Peru","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Peru","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Peru","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Peru","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Peru","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Peru","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Philippines","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Philippines","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Poland","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Poland","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Poland","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Poland","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Poland","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Poland","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Poland","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Portugal","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Portugal","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Portugal","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Portugal","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Portugal","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Portugal","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Portugal","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Qatar","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Qatar","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Qatar","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Qatar","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Qatar","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Qatar","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Qatar","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Republic of Moldova","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Romania","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Russian Federation","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Rwanda","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Rwanda","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Rwanda","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Rwanda","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Rwanda","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Rwanda","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Rwanda","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saint Kitts and Nevis","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Saint Kitts and Nevis","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Saint Kitts and Nevis","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Saint Kitts and Nevis","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Saint Kitts and Nevis","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Saint Kitts and Nevis","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Saint Kitts and Nevis","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Saint Lucia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saint Lucia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saint Lucia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saint Lucia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saint Lucia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saint Lucia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saint Lucia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Samoa","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Samoa","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Samoa","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Samoa","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Samoa","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Samoa","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Samoa","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"San Marino","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"San Marino","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Sao Tome and Principe","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Sao Tome and Principe","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Saudi Arabia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saudi Arabia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saudi Arabia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saudi Arabia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Saudi Arabia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saudi Arabia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Saudi Arabia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Senegal","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Senegal","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Serbia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Seychelles","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Seychelles","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Seychelles","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Seychelles","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Seychelles","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Seychelles","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Seychelles","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sierra Leone","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Sierra Leone","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Sierra Leone","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Sierra Leone","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Sierra Leone","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Sierra Leone","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Sierra Leone","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Singapore","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Singapore","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovakia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Slovenia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Solomon Islands","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Solomon Islands","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Somalia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Somalia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"South Africa","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"South Africa","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Spain","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Spain","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Spain","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Spain","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Spain","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Spain","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Spain","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sri Lanka","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sri Lanka","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"St Vincent and the Grenadines","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"St Vincent and the Grenadines","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sudan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sudan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sudan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sudan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sudan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sudan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Sudan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Suriname","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Suriname","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Swaziland","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Swaziland","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Swaziland","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Swaziland","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Swaziland","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Swaziland","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Swaziland","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Sweden","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Switzerland","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Syria","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Syria","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Tajikistan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tajikistan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tanzania","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Tanzania","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Tanzania","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Tanzania","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Tanzania","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Tanzania","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Tanzania","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Thailand","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Thailand","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Thailand","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Thailand","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Thailand","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Thailand","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Thailand","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Togo","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Togo","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Togo","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Togo","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Togo","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Togo","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Togo","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tonga","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Tonga","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Trinidad and Tobago","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Trinidad and Tobago","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Trinidad and Tobago","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Trinidad and Tobago","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Trinidad and Tobago","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Trinidad and Tobago","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Trinidad and Tobago","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Tunisia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Tunisia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkey","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Turkmenistan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
